place,type,month,quantity,amount yen,average price
New Zealand,vegetable,10,"7,110","197,775",28
New Zealand,vegetable,11,"4,573","393,687",86
New Zealand,vegetable,12,497,"646,612","1,301"
New Zealand,fruit,,"962,128","516,269,105",537
New Zealand,fruit,1,"37,695","16,888,508",448
New Zealand,fruit,2,"2,701","1,437,614",532
New Zealand,fruit,3,68,"312,120","4,590"
New Zealand,fruit,4,"52,324","32,760,397",626
New Zealand,fruit,5,"166,272","97,889,426",589
New Zealand,fruit,6,"148,147","84,365,614",569
New Zealand,fruit,7,"127,468","69,684,132",547
New Zealand,fruit,8,"115,268","60,679,409",526
New Zealand,fruit,9,"122,358","64,550,671",528
New Zealand,fruit,10,"64,935","31,671,452",488
New Zealand,fruit,11,"53,226","23,396,968",440
New Zealand,fruit,12,"71,666","32,632,794",455
,,,,,
India,,,264,"593,246","2,247"
India,fruit,,264,"593,246","2,247"
India,fruit,1,7,"14,300","2,043"
India,fruit,2,13,"24,645","1,896"
India,fruit,3,9,"21,017","2,335"
India,fruit,4,37,"96,033","2,595"
India,fruit,5,52,"87,449","1,682"
India,fruit,6,26,"51,020","1,962"
India,fruit,7,33,"64,584","1,957"
India,fruit,8,16,"38,977","2,436"
India,fruit,9,18,"52,078","2,893"
India,fruit,10,24,"64,346","2,681"
India,fruit,11,17,"43,341","2,549"
India,fruit,12,12,"35,456","2,955"
,,,,,
Italy,,,8,"6,113",764
Italy,vegetable,,8,"6,113",764
Italy,vegetable,1,7,"4,385",626
Italy,vegetable,2,1,"1,728","1,728"
,,,,,
Spain,,,387,"558,522","1,443"
Spain,vegetable,,387,"558,522","1,443"
Spain,vegetable,1,3,"8,316","2,772"
Spain,vegetable,3,5,"1,296",259
Spain,vegetable,6,10,"36,450","3,645"
Spain,vegetable,7,36,"46,170","1,283"
Spain,vegetable,8,31,"46,170","1,489"
Spain,vegetable,9,36,"55,404","1,539"
Spain,vegetable,10,37,"55,404","1,497"
Spain,vegetable,11,113,"163,134","1,444"
Spain,vegetable,12,116,"146,178","1,260"
,,,,,
South Africa,,,"433,730","79,683,712",184
South Africa,fruit,,"433,730","79,683,712",184
South Africa,fruit,1,"2,025","364,500",180
South Africa,fruit,6,"59,910","12,449,809",208
South Africa,fruit,7,"84,600","17,145,119",203
South Africa,fruit,8,"99,825","18,681,818",187
South Africa,fruit,9,"78,270","14,463,112",185
South Africa,fruit,10,"56,383","9,185,632",163
South Africa,fruit,11,"41,741","5,989,841",144
South Africa,fruit,12,"10,976","1,403,881",128
,,,,,
Canada,,,"2,059","14,589,094","7,086"
Canada,vegetable,,"1,662","14,165,194","8,523"
Canada,vegetable,9,225,"2,021,274","8,983"
Canada,vegetable,10,"1,339","11,309,836","8,446"
Canada,vegetable,11,98,"834,084","8,511"
Canada,fruit,,397,"423,900","1,068"
Canada,fruit,1,26,"27,216","1,047"
Canada,fruit,2,25,"27,216","1,089"
Canada,fruit,3,40,"42,768","1,069"
Canada,fruit,4,63,"68,040","1,080"
Canada,fruit,5,18,"19,440","1,080"
Canada,fruit,6,32,"34,992","1,094"
Canada,fruit,7,67,"71,928","1,074"
Canada,fruit,8,27,"29,160","1,080"
Canada,fruit,9,18,"19,440","1,080"
Canada,fruit,10,18,"19,440","1,080"
Canada,fruit,11,14,"14,688","1,049"
Canada,fruit,12,49,"49,572","1,012"
,,,,,
USA,,,"1,607,552","681,513,680",424
USA,vegetable,,"122,599","57,449,786",469
USA,vegetable,1,"10,003","3,883,662",388
USA,vegetable,2,"7,521","2,884,264",383
USA,vegetable,3,"7,405","1,867,185",252
USA,vegetable,4,"12,028","2,979,720",248
USA,vegetable,5,"15,712","5,034,882",320
USA,vegetable,6,"12,878","4,822,848",375
USA,vegetable,7,"9,504","3,459,429",364
USA,vegetable,8,"10,346","4,453,704",430
USA,vegetable,9,"10,822","9,179,784",848
USA,vegetable,10,"7,653","4,893,902",639
USA,vegetable,11,"8,308","8,921,469","1,074"
USA,vegetable,12,"10,419","5,068,937",487
USA,fruit,,"1,484,953","624,063,894",420
USA,fruit,1,"107,543","34,361,474",320
USA,fruit,2,"119,240","36,608,754",307
USA,fruit,3,"215,987","61,213,276",283
USA,fruit,4,"196,132","59,262,209",302
USA,fruit,5,"244,989","106,628,000",435
USA,fruit,6,"222,396","106,361,366",478
USA,fruit,7,"91,682","46,976,004",512
USA,fruit,8,"41,429","27,968,766",675
USA,fruit,9,"37,449","27,105,965",724
USA,fruit,10,"38,609","28,421,099",736
USA,fruit,11,"66,723","42,048,121",630
USA,fruit,12,"102,774","47,108,860",458
,,,,,
Mexico,,,"1,262,461","389,669,441",309
Mexico,vegetable,,"790,150","154,765,995",196
Mexico,vegetable,1,"244,971","35,770,919",146
Mexico,vegetable,2,"66,132","12,204,821",185
Mexico,vegetable,3,"11,177","6,662,773",596
Mexico,vegetable,4,"7,239","5,256,700",726
Mexico,vegetable,5,"18,906","5,199,503",275
Mexico,vegetable,6,"219,565","35,741,584",163
Mexico,vegetable,7,"12,537","4,694,113",374
Mexico,vegetable,8,652,"5,581,635","8,561"
Mexico,vegetable,9,402,"5,679,547","14,128"
Mexico,vegetable,10,191,"2,513,570","13,160"
Mexico,vegetable,11,"18,590","7,485,421",403
Mexico,vegetable,12,"189,788","27,975,409",147
Mexico,fruit,,"472,311","234,903,446",497
Mexico,fruit,1,"44,000","14,730,444",335
Mexico,fruit,2,"41,206","15,843,989",385
Mexico,fruit,3,"53,807","21,801,539",405
Mexico,fruit,4,"46,723","23,674,636",507
Mexico,fruit,5,"45,326","26,410,244",583
Mexico,fruit,6,"42,610","22,210,373",521
Mexico,fruit,7,"37,693","19,435,096",516
Mexico,fruit,8,"29,391","17,800,862",606
Mexico,fruit,9,"25,848","15,866,109",614
Mexico,fruit,10,"20,549","13,712,091",667
Mexico,fruit,11,"41,142","19,659,618",478
Mexico,fruit,12,"44,016","23,758,445",540
,,,,,
Ecuador,,,"186,394","28,925,060",155
Ecuador,fruit,,"186,394","28,925,060",155
Ecuador,fruit,1,"9,188","1,621,729",177
Ecuador,fruit,2,"8,261","1,558,244",189
Ecuador,fruit,3,"13,605","2,372,519",174
Ecuador,fruit,4,"12,931","2,421,400",187
Ecuador,fruit,5,"12,083","2,321,071",192
Ecuador,fruit,6,"23,799","3,933,946",165
Ecuador,fruit,7,"11,952","2,157,298",180
Ecuador,fruit,8,"8,576","1,581,142",184
Ecuador,fruit,9,"41,086","4,477,504",109
Ecuador,fruit,10,"17,925","2,126,215",119
Ecuador,fruit,11,"15,934","2,300,094",144
Ecuador,fruit,12,"11,054","2,053,898",186
,,,,,
Chile,,,"250,707","89,466,421",357
Chile,fruit,,"250,707","89,466,421",357
Chile,fruit,1,"3,674","2,950,777",803
Chile,fruit,2,"7,078","3,690,782",521
Chile,fruit,3,"16,029","6,602,521",412
Chile,fruit,4,"24,842","8,555,635",344
Chile,fruit,5,"23,295","7,688,763",330
Chile,fruit,6,"4,093","1,467,871",359
Chile,fruit,7,"36,712","13,568,040",370
Chile,fruit,8,"44,262","15,255,184",345
Chile,fruit,9,"39,563","13,276,656",336
Chile,fruit,10,"36,561","11,908,080",326
Chile,fruit,11,"14,242","3,937,844",276
Chile,fruit,12,356,"564,268","1,585"
,,,,,
Others,,,"637,891","174,226,977",273
Others,vegetable,,"228,800","113,509,957",496
Others,vegetable,1,"17,075","8,488,703",497
Others,vegetable,2,"20,598","8,923,462",433
Others,vegetable,3,"15,777","7,514,262",476
Others,vegetable,4,"1,562","1,402,218",898
Others,vegetable,5,"1,779","1,852,362","1,041"
Others,vegetable,6,"1,592","1,384,560",870
Others,vegetable,7,"1,301","1,150,297",884
Others,vegetable,8,"12,108","8,267,670",683
Others,vegetable,9,"18,973","13,021,031",686
Others,vegetable,10,"13,857","6,449,414",465
Others,vegetable,11,"91,714","32,496,214",354
Others,vegetable,12,"32,464","22,559,764",695
Others,fruit,,"409,091","60,717,020",148
Others,fruit,1,"39,615","4,878,751",123
Others,fruit,2,"44,092","6,126,159",139
Others,fruit,3,"63,528","10,491,124",165
Others,fruit,4,"65,449","9,577,139",146
Others,fruit,5,"52,892","7,466,530",141
Others,fruit,6,"45,097","5,658,452",125
Others,fruit,7,"19,229","3,012,975",157
Others,fruit,8,"22,418","3,453,096",154
Others,fruit,9,"20,993","2,360,049",112
Others,fruit,10,"12,648","1,384,184",109
Others,fruit,11,"3,831","1,041,260",272
Others,fruit,12,"19,299","5,267,301",273
